NOC,Event,medalcount
KEN,Women's Marathon,3
KGZ,Men's Greco-Roman 77kg,2
KGZ,Women's Freestyle 62kg,2
KGZ,Women's Freestyle 68kg,2
KOR,Men's Team,2
KOR,Mixed Team,3
KOR,Women's Individual,4
KOR,Women's Team,3
KOR,Men's Vault,1
KOR,Women's Vault,1
KOR,Women's Doubles Team,1
KOR,Men's Sabre Individual,2
KOR,Men's Sabre Team,2
KOR,Men's 脡p茅e Team,1
KOR,Women's Sabre Team,2
KOR,Women's 脡p茅e Team,1
KOR,Men -100 kg,1
KOR,Men -66 kg,1
KOR,Men -73 kg,1
KOR,Men's Individual,3
KOR,25m Pistol Women,2
KOR,Men +80kg,1
KOR,Men -58kg,2
KOR,Women +67kg,2
KOS,Women -48 kg,1
KOS,Women -57 kg,1
KSA,Men's Kumite +75kg,1
KUW,Skeet Men,1
LAT,Men Team,1
LAT,Men's 109kg,1
LTU,Women's Individual,1
MAS,Men's Doubles Team,1
MAS,Men's Keirin,1
MDA,Men's Canoe Single 1000m,2
MEX,Mixed Team,1
MEX,Women's Synchronised 10m Platform Team,1
MEX,Men Team,1
MEX,Women's 76kg,1
MGL,Men -73 kg,1
MGL,Men -81 kg,1
MGL,Women -48 kg,2
MGL,Women's Freestyle 53kg,1
MKD,Men +80kg,1
NAM,Women's 200m,1
NED,Mixed Team,1
NED,Men's 4 x 400m Relay Team,1
NED,Men's Marathon,1
NED,"Women's 10,000m",2
NED,Women's 1500m,1
NED,Women's 400m Hurdles,2
NED,Women's 5000m,2
NED,Women's Heptathlon,2
NED,Women's Middle (69-75kg),1
NED,Men,3
NED,Women,4
NED,Men's Individual Time Trial,1
NED,Women's Individual Time Trial,2
NED,Women's Road Race,2
NED,Men's Keirin,2
NED,Men's Sprint,3
NED,Men's Team Sprint Team,1
NED,Women's Keirin,2
NED,Women's Omnium,1
NED,Jumping Individual,2
NED,Women Team,1
NED,Women -70 kg,1
NED,Women's 10km,2
NED,Lightweight Women's Double Sculls Team,1
NED,Men's Double Sculls Team,1
NED,Men's Quadruple Sculls Team,1
NED,Women's Double Sculls Team,1
NED,Women's Four Team,1
NED,Men's Windsurfer - RS:X,1
NED,Women's One Person Dinghy - Laser Radial,1
NED,Women's Skiff - 49er  Team,1
NED,Men's 100m Breaststroke,1
NED,Men's 200m Breaststroke,2
NGR,Women's Long Jump,1
NGR,Women's Freestyle 68kg,1
NOR,Men's 1500m,1
NOR,Men's 400m Hurdles,2
NOR,Men's Hammer Throw,1
NOR,Men Team,1
NOR,Women Team,1
NOR,Men's Single Sculls,1
NOR,Men's One Person Dinghy - Laser,1
NOR,Men's Individual,1
NZL,Men's Shot Put,1
NZL,Women's Shot Put,2
NZL,Men's Heavy (81-91kg),1
NZL,Women's Kayak Double 500m Team,1
NZL,Women's Kayak Single 200m,1
NZL,Women's Kayak Single 500m,2
NZL,Men's Omnium,1
NZL,Women's Keirin,2
NZL,Women's Individual Stroke Play,2
NZL,Men's Eight Team,1
NZL,Women's Double Sculls Team,1
NZL,Women's Eight Team,1
NZL,Women's Pair Team,1
NZL,Women's Single Sculls,2
NZL,Men Team,1
NZL,Women Team,1
NZL,Men's Skiff - 49er Team,1
NZL,Men's Doubles Team,1
NZL,Men,1
NZL,Men's Individual,2
PHI,Men's Fly (48-52kg),1
PHI,Men's Middle (69-75kg),1
PHI,Women's Feather (54-57kg),1
PHI,Women's 55kg,1
POL,4 x 400m Relay Mixed Team,1
POL,Men's 50km Race Walk,1
POL,Men's 800m,1
POL,Men's Hammer Throw,2
POL,Women's 4 x 400m Relay Team,1
POL,Women's Hammer Throw,2
POL,Women's Javelin Throw,1
POL,Women's Kayak Double 500m Team,1
POL,Women's Kayak Four 500m Team,1
POL,Women's Quadruple Sculls Team,1
POL,Women's Two Person Dinghy - 470 Team,1
POL,Men's Greco-Roman 97kg,1
POR,Men's Triple Jump,2
POR,Women's Triple Jump,1
POR,Men's Kayak Single 1000m,1
POR,Men -100 kg,1
PUR,Women's 100m Hurdles,2
QAT,Men's High Jump,2
QAT,Men Team,1
QAT,Men's 96kg,1
ROC,Men Team,3
ROC,Women Team,2
ROC,Women's Individual,1
ROC,Women's Team,2
ROC,Men's All-Around,1
ROC,Men's Horizontal Bar,1
ROC,Men's Team,1
ROC,Men's Vault,1
ROC,Women's All-Around,1
ROC,Women's Floor Exercise,1
ROC,Women's Uneven Bars,1
ROC,Duet Team,1
ROC,Team,1
ROC,Women's High Jump,1
ROC,Women's Pole Vault,1
ROC,Men's Feather (52-57kg),1
ROC,Men's Heavy (81-91kg),1
ROC,Men's Light Heavy (75-81kg),1
ROC,Men's Middle (69-75kg),1
ROC,Men's Welter (63-69kg),1
ROC,Women's Middle (69-75kg),1
ROC,Women's Madison Team,1
ROC,Women's Team Sprint Team,1
ROC,Men's Synchronised 10m Platform Team,1
ROC,Men's Foil Team,1
ROC,Men's 脡p茅e Team,1
ROC,Women's Foil Individual,2
ROC,Women's Foil Team,1
ROC,Women's Sabre Individual,2
ROC,Women's Sabre Team,1
ROC,Men +100 kg,1
ROC,Men -100 kg,1
ROC,Women -70 kg,1
ROC,Group All-Around Team,1
ROC,Individual All-Around,1
ROC,Women's Pair Team,1
ROC,Women's Single Sculls,1
ROC,10m Air Pistol Mixed Team,1
ROC,10m Air Pistol Women,1
ROC,10m Air Rifle Mixed Team,1
ROC,10m Air Rifle Women,1
ROC,25m Pistol Women,1
ROC,50m Rifle 3 Positions Men,1
ROC,50m Rifle 3 Positions Women,2
ROC,Men's 100m Backstroke,2
ROC,Men's 100m Freestyle,1
ROC,Men's 200m Backstroke,1
ROC,Men's 4 x 200m Freestyle Relay Team,1
ROC,Men +80kg,1
ROC,Men -58kg,1
ROC,Men -80kg,1
ROC,Women -57kg,1
ROC,Men's Singles,1
ROC,Mixed Doubles Team,2
ROC,Men's Freestyle 57kg,1
ROC,Men's Freestyle 65kg,1
ROC,Men's Freestyle 74kg,1
ROC,Men's Freestyle 86kg,1
ROC,Men's Freestyle 97kg,1
ROC,Men's Greco-Roman 130kg,1
ROC,Men's Greco-Roman 60kg,1
ROC,Men's Greco-Roman 97kg,1
ROU,Women's 脡p茅e Individual,1
ROU,Men's Four Team,1
ROU,Men's Pair Team,1
ROU,Women's Double Sculls Team,1
RSA,Women,1
RSA,Women's 100m Breaststroke,2
RSA,Women's 200m Breaststroke,2
SLO,Men's Canoe,1
SLO,Men's Individual Time Trial,1
SLO,Men's Road Race,1
SLO,Women -63 kg,2
SLO,Women's Combined,1
SMR,Trap Mixed Team,1
SMR,Trap Women,1
SMR,Men's Freestyle 86kg,1
SRB,Men Team,2
SRB,Women's Kumite -61kg,1
SRB,10m Air Pistol Men,1
SRB,50m Rifle 3 Positions Men,1
SRB,Women +67kg,1
SRB,Women -49kg,1
SRB,Women Team,1
SRB,Men's Greco-Roman 87kg,1
SUI,Women Team,1
SUI,Women's Park,1
SUI,Men's Cross-country,1
SUI,Women's Cross-country,3
SUI,Women's Individual Time Trial,1
SUI,10m Air Rifle Women,2
SUI,50m Rifle 3 Positions Women,2
SUI,Men's 100m Butterfly,1
SUI,Men's 200m Individual Medley,1
SUI,Women's Doubles Team,1
SUI,Women's Singles,1
SVK,Men's Kayak,1
SVK,Men's Kayak Four 500m Team,1
SVK,Men's Individual Stroke Play,1
SVK,Trap Women,1
SWE,Men's Discus Throw,2
SWE,Men's Pole Vault,2
SWE,Jumping Individual,1
SWE,Jumping Team,1
SWE,Women Team,1
SWE,Men's Two Person Dinghy - 470 Team,1
SWE,Women's One Person Dinghy - Laser Radial,1
SWE,Women's 50m Freestyle,2
SYR,Men's +109kg,1
THA,Women's Light (57-60kg),1
THA,Women -49kg,2
TKM,Women's 59kg,1
TPE,Men's Team,1
TPE,Men's Pommel Horse,1
TPE,Men's Doubles Team,1
TPE,Women's Singles,1
TPE,Women's Fly (48-51kg),1
TPE,Men's Individual Stroke Play,1
TPE,Men -60 kg,1
TPE,Women's Kumite -55kg,1
TPE,Mixed Doubles Team,1
TPE,Women -57kg,1
TPE,Women's 59kg,2
TPE,Women's 64kg,1
TUN,Men's 400m Freestyle,1
TUN,Men -58kg,2
TUR,Men's Individual,1
TUR,Men's Parallel Bars,1
TUR,Women's Fly (48-51kg),1
TUR,Women's Welter (64-69kg),1
TUR,Men's Kata,1
TUR,Men's Kumite +75kg,1
TUR,Men's Kumite -67kg,1
TUR,Women's Kumite -61kg,1
TUR,Men -68kg,1
TUR,Women -57kg,1
TUR,Men's Freestyle 125kg,2
TUR,Men's Greco-Roman 130kg,1
TUR,Women's Freestyle 76kg,1
UGA,"Men's 10,000m",3
UGA,Men's 5000m,1
UGA,Women's 3000m Steeplechase,2
UKR,Duet Team,1
UKR,Team,1
UKR,Women's High Jump,3
UKR,Men's Middle (69-75kg),1
UKR,Women's Canoe Double 500m Team,1
UKR,Women's Canoe Single 200m,1
UKR,Women's Sprint,1
UKR,Men's 脡p茅e Individual,1
UKR,Women -48 kg,1
UKR,Men's Kumite -75kg,1
UKR,Women's Kumite -55kg,1
UKR,10m Air Pistol Mixed Team,1
UKR,Men's 1500m Freestyle,1
UKR,Men's 800m Freestyle,1
UKR,Women's Singles,1
UKR,Men's Greco-Roman 67kg,2
UKR,Men's Greco-Roman 87kg,2
UKR,Women's Freestyle 62kg,2
UKR,Women's Freestyle 68kg,1
USA,Women Team,6
USA,Women's All-Around,3
USA,Women's Balance Beam,1
USA,Women's Floor Exercise,2
USA,Women's Team,2
USA,Women's Uneven Bars,2
USA,Women's Vault,3
USA,4 x 400m Relay Mixed Team,1
USA,Men's 100m,3
USA,Men's 110m Hurdles,3
USA,Men's 200m,4
USA,Men's 4 x 400m Relay Team,1
USA,Men's 400m Hurdles,2
USA,Men's 5000m,2
USA,Men's Pole Vault,2
USA,Men's Shot Put,4
USA,Women's 100m Hurdles,2
USA,Women's 200m,3
USA,Women's 3000m Steeplechase,1
USA,Women's 4 x 100m Relay Team,1
USA,Women's 4 x 400m Relay Team,1
USA,Women's 400m,1
USA,Women's 400m Hurdles,4
USA,Women's 800m,2
USA,Women's Discus Throw,2
USA,Women's Long Jump,3
USA,Women's Marathon,1
USA,Women's Pole Vault,2
USA,Women's Shot Put,1
USA,Baseball Team,1
USA,Softball Team,1
USA,Men Team,1
USA,Men's Feather (52-57kg),1
USA,Men's Light (57-63kg),1
USA,Men's Super Heavy (+91kg),1
USA,Women's Welter (64-69kg),1
USA,Women's Canoe Single 200m,2
USA,Women's Park,2
USA,Women's Omnium,2
USA,Women's Team Pursuit Team,1
USA,Men's Synchronised 3m Springboard Team,1
USA,Women's 3m Springboard,1
USA,Women's Synchronised 10m Platform Team,1
USA,Dressage Team,1
USA,Jumping Team,2
USA,Men's Foil Team,1
USA,Women's Foil Individual,3
USA,Men's Individual Stroke Play,2
USA,Women's Individual Stroke Play,1
USA,Men's Kata,1
USA,10m Air Rifle Men,1
USA,10m Air Rifle Mixed Team,1
USA,Skeet Men,3
USA,Skeet Women,2
USA,Trap Mixed Team,1
USA,Trap Women,1
USA,Men's Park,2
USA,Men's Street,3
USA,Men's Combined,1
USA,Women,7
USA,Men's 100m Backstroke,2
USA,Men's 100m Butterfly,1
USA,Men's 100m Freestyle,1
USA,Men's 1500m Freestyle,2
USA,Men's 200m Backstroke,1
USA,Men's 4 x 100m Freestyle Relay Team,1
USA,Men's 4 x 100m Medley Relay Team,1
USA,Men's 400m Freestyle,1
USA,Men's 400m Individual Medley,3
USA,Men's 50m Freestyle,1
USA,Men's 800m Freestyle,2
USA,Women's 100m Backstroke,3
USA,Women's 100m Breaststroke,2
USA,Women's 1500m Freestyle,3
USA,Women's 200m Breaststroke,3
USA,Women's 200m Butterfly,3
USA,Women's 200m Individual Medley,3
USA,Women's 4 x 100m Freestyle Relay Team,1
USA,Women's 4 x 100m Medley Relay Team,1
USA,Women's 4 x 200m Freestyle Relay Team,1
USA,Women's 400m Freestyle,2
USA,Women's 400m Individual Medley,3
USA,Women's 800m Freestyle,3
USA,Women -57kg,1
USA,Mixed Relay Team,1
USA,Women's Individual,1
USA,Women's +87kg,1
USA,Women's 76kg,1
USA,Men's Freestyle 125kg,1
USA,Men's Freestyle 57kg,2
USA,Men's Freestyle 74kg,2
USA,Men's Freestyle 86kg,2
USA,Men's Freestyle 97kg,1
USA,Women's Freestyle 50kg,2
USA,Women's Freestyle 57kg,2
USA,Women's Freestyle 68kg,2
USA,Women's Freestyle 76kg,2
UZB,Men's Super Heavy (+91kg),1
UZB,Men -90 kg,1
UZB,Men -68kg,2
UZB,Men's 109kg,1
UZB,Men's Freestyle 74kg,2
VEN,Women's Triple Jump,1
VEN,Men's Park,1
VEN,Men's 73kg,1
VEN,Men's 96kg,1
MAR,Men,1
AIN,Men's Single Sculls,1
AIN,Women's Doubles,1
AIN,Men,1
AIN,Women,1
AIN,Men's 102kg,1
ALB,Men's Freestyle 65kg,1
ALB,Men's Freestyle 74kg,1
ALG,Women's Uneven Bars,1
ALG,Men's 800m,1
ALG,Women's 66kg,1
ARG,Men's Park,1
ARG,Women,1
ARG,Mixed Multihull,1
ARM,Men's +102kg,1
ARM,Men's Greco-Roman 77kg,1
AUS,Marathon Race Walk Relay Mixed,1
AUS,Men's Discus Throw,1
AUS,Women's 1500m,1
AUS,Women's 20km Race Walk,1
AUS,Women's Pole Vault,1
AUS,Women,3
AUS,Men's 57kg,1
AUS,Women's 75kg,1
AUS,Women's Canoe Single,1
AUS,Women's Kayak Cross,1
AUS,Women's Kayak Single,1
AUS,Men's Kayak Double 500m,1
AUS,Men's Kayak Four 500m,1
AUS,Women's Park,2
AUS,Women's Individual Time Trial,1
AUS,Men's Keirin,2
AUS,Men's Sprint,1
AUS,Men's Team Pursuit,1
AUS,Men's Team Sprint,1
AUS,Women's 3m Springboard,1
AUS,Women's Pair,1
AUS,Men's Dinghy,1
AUS,Men's Windsurfing,1
AUS,Trap Women,1
AUS,Men's 4 x 100m Freestyle Relay,1
AUS,Men's 4 x 200m Freestyle Relay,1
AUS,Men's 50m Freestyle,1
AUS,Mixed 4 x 100m Medley Relay,1
AUS,Women's 200m Individual Medley,1
AUS,Women's 4 x 100m Freestyle Relay,1
AUS,Women's 4 x 100m Medley Relay,1
AUS,Women's 4 x 200m Freestyle Relay,1
AUS,Men's Doubles,1
AUT,Men's Kite,1
AUT,Mixed Dinghy,1
AUT,Men's Boulder & Lead,1
AUT,Women's Boulder & Lead,1
AZE,Men's 92kg,1
AZE,Men -100 kg,1
AZE,Men -73 kg,1
AZE,Men -58kg,1
AZE,Men's Freestyle 125kg,1
AZE,Men's Freestyle 97kg,1
AZE,Men's Greco-Roman 67kg,1
BEL,Men's Individual Time Trial,2
BEL,Men's Omnium,1
BEL,Women -70 kg,1
BEL,Women -67kg,1
BOT,Men's 200m,1
BOT,Men's 4 x 400m Relay,1
BRA,Women's Floor Exercise,1
BRA,Women's Team,1
BRA,Men's 20km Race Walk,1
BRA,Women,4
BRA,Women's 60kg,1
BRA,Mixed Team,1
BRA,Women +78 kg,1
BRA,Women -52 kg,1
BRA,Men -68kg,1
BRN,Women's 3000m Steeplechase,1
BRN,Women's 400m,1
BRN,Men's +102kg,1
BRN,Men's Freestyle 97kg,1
BUL,Men's 57kg,1
BUL,Individual All-Around,1
BUL,Women -57kg,1
BUL,Men's 73kg,1
BUL,Men's 89kg,1
BUL,Men's Freestyle 86kg,1
BUL,Men's Greco-Roman 87kg,1
CAN,Men's 4 x 100m Relay,1
CAN,Men's 800m,1
CAN,Men's Hammer Throw,1
CAN,Women's Hammer Throw,1
CAN,Women's Pole Vault,1
CAN,Women,3
CAN,Men's 63.5kg,1
CAN,B-Boys,1
CAN,Women's Canoe Double 500m,1
CAN,Men's Synchronised 10m Platform,1
CAN,Women's Foil Individual,1
CAN,Women's Eight,1
CAN,Men's 100m Butterfly,2
CAN,Men's 200m Butterfly,1
CAN,Women's 200m Butterfly,1
CAN,Women's 200m Individual Medley,1
CAN,Women's 400m Freestyle,1
CAN,Women's 400m Individual Medley,1
CAN,Women -57kg,1
CAN,Mixed Doubles,1
CAN,Women's 59kg,1
CHI,Skeet Women,1
CHI,Men's Greco-Roman 130kg,1
CHN,Men's Horizontal Bar,1
CHN,Women's Uneven Bars,1
CHN,Duet,1
CHN,Women's Discus Throw,1
CHN,Men's Doubles,1
CHN,Mixed Doubles,3
CHN,Women's Doubles,2
CHN,Women's 50kg,1
CHN,Women's 54kg,1
CHN,Women's 60kg,1
CHN,Women's 66kg,1
CHN,Women's 75kg,1
CHN,B-Girls,1
CHN,Men's Canoe Double 500m,1
CHN,Women's Canoe Double 500m,1
CHN,Women's Park,1
CHN,Men's Synchronised 10m Platform,1
CHN,Men's Synchronised 3m Springboard,1
CHN,Women's Synchronised 10m Platform,1
CHN,Women's Synchronised 3m Springboard,1
CHN,Women's Individual Stroke Play,1
CHN,Women -78 kg,1
CHN,Group All-Around,1
CHN,50m Rifle 3 Positions Women,1
CHN,Skeet Mixed Team,1
CHN,Trap Men,1
CHN,Men's Speed,1
CHN,Women's Speed,1
CHN,Men's 100m Backstroke,1
CHN,Men's 100m Freestyle,1
CHN,Men's 4 x 100m Medley Relay,1
CHN,Mixed 4 x 100m Medley Relay,1
CHN,Women's 100m Breaststroke,1
CHN,Women's 4 x 100m Freestyle Relay,1
CHN,Women's 4 x 100m Medley Relay,1
CHN,Women's 4 x 200m Freestyle Relay,1
CHN,Women's 50m Freestyle,1
CHN,Women -49kg,1
CHN,Men's 102kg,1
CHN,Women's +81kg,1
CHN,Women's 59kg,1
CHN,Men's Greco-Roman 130kg,1
CHN,Women's Freestyle 57kg,1
CIV,Men +80kg,1
COL,Men's Horizontal Bar,1
COL,Men's 89kg,1
COL,Women's 71kg,1
COL,Women's Freestyle 76kg,1
CPV,Men's 51kg,1
CRO,Women's Discus Throw,1
CRO,Women -70 kg,1
CRO,Men's Pair,1
CRO,10m Air Rifle Men,1
CRO,Women -49kg,1
CRO,Women's Singles,1
CRO,Men,1
CUB,Men's 63.5kg,1
CUB,Men's 80kg,1
CUB,Women's Canoe Single 200m,1
CUB,Men's Greco-Roman 67kg,1
CUB,Men's Greco-Roman 97kg,1
CUB,Women's Freestyle 50kg,1
CUB,Women's Freestyle 76kg,1
CYP,Men's Dinghy,1
CZE,Women's Javelin Throw,1
CZE,Men's Canoe Single 1000m,1
CZE,Men's Kayak Single 1000m,1
CZE,Men's 脡p茅e Team,1
CZE,Mixed Doubles,1
DEN,Men's Madison,1
DEN,Dressage Team,1
DEN,Men,1
DEN,Women,1
DEN,Women's Dinghy,1
DEN,Men -80kg,1
DEN,Men's Greco-Roman 87kg,1
DMA,Women's Triple Jump,1
DOM,Men's 51kg,1
DOM,Men's 80kg,1
ECU,Marathon Race Walk Relay Mixed,1
ECU,Men's 20km Race Walk,1
ECU,Women's 71kg,1
ECU,Women's 81kg,1
ECU,Women's Freestyle 53kg,1
EGY,Men's 脡p茅e Individual,1
EGY,Women's 81kg,1
EOR,Women's 75kg,1
ESP,Women,2
ESP,Team,1
ESP,Marathon Race Walk Relay Mixed,1
ESP,Men's 20km Race Walk,1
ESP,Men's Triple Jump,1
ESP,Women's 20km Race Walk,1
ESP,Men's +92kg,1
ESP,Men's 92kg,1
ESP,Men's Kayak Single,1
ESP,Men's Canoe Double 500m,1
ESP,Men's Kayak Four 500m,1
ESP,Men,2
ESP,Men -60 kg,1
ESP,Men's Skiff,1
ESP,Women's Doubles,1
ETH,Men's Marathon,1
ETH,Women's 800m,1
ETH,Women's Marathon,1
FIJ,Men,1
FRA,Men,9
FRA,Men's Team,2
FRA,Women's Individual,3
FRA,Women's 100m Hurdles,1
FRA,Women,3
FRA,Men's +92kg,1
FRA,Men's 51kg,1
FRA,Men's 63.5kg,1
FRA,B-Boys,1
FRA,Men's Canoe Single,1
FRA,Men's Kayak Single,1
FRA,Women's Kayak Cross,1
FRA,Men's Park,1
FRA,Men's Cross-country,1
FRA,Women's Cross-country,1
FRA,Men's Road Race,2
FRA,Men's Omnium,1
FRA,Jumping Team,1
FRA,Men's Sabre Team,1
FRA,Women's 脡p茅e Individual,1
FRA,Women's 脡p茅e Team,1
FRA,Men -73 kg,1
FRA,Men -90 kg,1
FRA,Women -48 kg,1
FRA,Women's Kite,1
FRA,Women's Skiff,1
FRA,25m Pistol Women,1
FRA,Men's 200m Breaststroke,1
FRA,Men's 200m Butterfly,1
FRA,Men's 200m Individual Medley,1
FRA,Men's 4 x 100m Medley Relay,1
FRA,Men's 400m Individual Medley,1
FRA,Women's 1500m Freestyle,1
FRA,Men's Singles,1
FRA,Men -58kg,1
FRA,Men's Individual,1
GBR,Men's Floor Exercise,1
GBR,Men's Vault,1
GBR,Duet,1
GBR,4 x 400m Relay Mixed,1
GBR,Men's 4 x 100m Relay,1
GBR,Men's 4 x 400m Relay,1
GBR,Men's 400m,1
GBR,Women's 4 x 100m Relay,1
GBR,Women's 4 x 400m Relay,1
GBR,Women's Heptathlon,1
GBR,Men's 71kg,1
GBR,Men's Canoe Single,1
GBR,Men's Kayak Cross,1
GBR,Women's Kayak Cross,1
GBR,Women's Kayak Single,1
GBR,Women's Individual Time Trial,1
GBR,Men's Team Pursuit,1
GBR,Men's Team Sprint,1
GBR,Women's Keirin,1
GBR,Women's Madison,1
GBR,Women's Sprint,1
GBR,Women's Team Pursuit,1
GBR,Women's Team Sprint,1
GBR,Men's Synchronised 10m Platform,1
GBR,Men's Synchronised 3m Springboard,1
GBR,Women's Synchronised 10m Platform,1
GBR,Women's Synchronised 3m Springboard,1
GBR,Jumping Team,1
GBR,Men's Individual Stroke Play,1
GBR,Lightweight Women's Double Sculls,1
GBR,Men's Eight,1
GBR,Men's Four,1
GBR,Men's Pair,1
GBR,Women's Double Sculls,1
GBR,Women's Eight,1
GBR,Women's Four,1
GBR,Women's Quadruple Sculls,1
GBR,Women's Kite,1
GBR,Women's Windsurfing,1
GBR,Skeet Women,1
GBR,Men's Boulder & Lead,1
GBR,Men's 4 x 200m Freestyle Relay,1
GBR,Men's 50m Freestyle,1
GBR,Men +80kg,1
GBR,Women's +81kg,1
GEO,Men's 63.5kg,1
GEO,Men -100 kg,1
GEO,Men -81 kg,1
GEO,Men's +102kg,1
GEO,Men's Freestyle 97kg,1
GER,Women,2
GER,Men's Decathlon,1
GER,Women's 4 x 100m Relay,1
GER,Women's Shot Put,1
GER,Men,3
GER,Men's +92kg,1
GER,Men's Kayak Cross,1
GER,Women's Canoe Single,1
GER,Men's Kayak Double 500m,1
GER,Men's Kayak Four 500m,1
GER,Women's Kayak Double 500m,1
GER,Women's Kayak Four 500m,1
GER,Women's Sprint,1
GER,Women's Team Sprint,1
GER,Jumping Individual,1
GER,Women's Individual Stroke Play,1
GER,Women -70 kg,1
GER,Individual All-Around,1
GER,Men's Single Sculls,1
GER,Women's Quadruple Sculls,1
GER,Men's 400m Freestyle,1
GRE,Men's Pole Vault,1
GRE,Men -90 kg,1
GRE,Lightweight Men's Double Sculls,1
GRE,Lightweight Women's Double Sculls,1
GRE,Men's 200m Backstroke,1
GRE,Men's Freestyle 86kg,1
GRN,Men's Decathlon,1
GRN,Men's Javelin Throw,1
GUA,Trap Men,1
GUA,Trap Women,1
HKG,Women's 脡p茅e Individual,1
HUN,Men's Hammer Throw,1
HUN,Men's Kayak Double 500m,1
HUN,Women's Kayak Double 500m,2
HUN,Women's Kayak Four 500m,1
HUN,Men's 脡p茅e Team,1
HUN,Women's 脡p茅e Individual,1
HUN,25m Pistol Women,1
HUN,Men's 200m Backstroke,1
HUN,Women -67kg,1
INA,Women's Singles,1
INA,Men's Speed,1
IND,Men,1
IND,10m Air Pistol Mixed Team,1
IND,10m Air Pistol Women,1
IND,50m Rifle 3 Positions Men,1
IRI,Men +80kg,1
IRI,Men -80kg,1
IRI,Women -49kg,1
IRI,Women -57kg,1
IRI,Men's Freestyle 65kg,1
IRI,Men's Freestyle 97kg,1
IRI,Men's Greco-Roman 130kg,1
IRI,Men's Greco-Roman 87kg,1
IRL,Men's Pommel Horse,1
IRL,Women's 60kg,1
IRL,Lightweight Men's Double Sculls,1
IRL,Men's Double Sculls,1
IRL,Women's 100m Breaststroke,1
ISR,Men -100 kg,1
ISR,Women +78 kg,1
ISR,Women -78 kg,1
ISR,Group All-Around,1
ISR,Men's Windsurfing,1
ISR,Women's Windsurfing,1
ITA,Women's Balance Beam,2
ITA,Women's Team,1
ITA,Men's Long Jump,1
ITA,Men's Triple Jump,1
ITA,"Women's 10,000m",1
ITA,Men's Kayak Single,1
ITA,Men's Canoe Double 500m,1
ITA,Men's Madison,1
ITA,Men's Team Pursuit,1
ITA,Women's Madison,1
ITA,Men's Foil Team,1
ITA,Women -78 kg,1
ITA,Group All-Around,1
ITA,Individual All-Around,1
ITA,Lightweight Men's Double Sculls,1
ITA,Men's Quadruple Sculls,1
ITA,Mixed Multihull,1
ITA,Women's Windsurfing,1
ITA,10m Air Pistol Men,2
ITA,Skeet Mixed Team,1
ITA,Trap Women,1
ITA,Men's 100m Backstroke,1
ITA,Men's 4 x 100m Freestyle Relay,1
ITA,Men -80kg,1
ITA,Men's Singles,1
ITA,Women's Doubles,1
ITA,Women,1
ITA,Men's 89kg,1
JAM,Men's 100m,1
JAM,Men's Discus Throw,1
JAM,Men's Long Jump,1
JAM,Men's Shot Put,1
JAM,Women's Triple Jump,1
JOR,Men -68kg,1
JPN,Men's Parallel Bars,1
JPN,Women's Javelin Throw,1
JPN,Mixed Doubles,1
JPN,Women's Doubles,1
JPN,B-Girls,1
JPN,Men's 10m Platform,1
JPN,Eventing Team,1
JPN,Men's Foil Team,1
JPN,Men's 脡p茅e Individual,1
JPN,Women's Foil Team,1
JPN,Women's Sabre Team,1
JPN,Men's Individual Stroke Play,1
JPN,Men -90 kg,1
JPN,Mixed Dinghy,1
JPN,Men's Boulder & Lead,1
JPN,Men's 400m Individual Medley,1
JPN,Men's Freestyle 57kg,1
JPN,Men's Freestyle 74kg,1
JPN,Women's Freestyle 68kg,1
JPN,Women's Freestyle 76kg,1
KAZ,Men's Pommel Horse,1
KAZ,Men's 80kg,1
KAZ,Women's 50kg,1
KAZ,Men -66 kg,1
KAZ,10m Air Rifle Mixed Team,1
KAZ,Men's Greco-Roman 77kg,1
KEN,Men's 5000m,1
KEN,"Women's 10,000m",1
KEN,Women's 800m,1
KGZ,Men's 57kg,1
KGZ,Men's Greco-Roman 60kg,1
KGZ,Men's Greco-Roman 97kg,1
KOR,Mixed Doubles,2
KOR,Women's Singles,1
KOR,Women's 54kg,1
KOR,Men +100 kg,1
KOR,Men -81 kg,1
KOR,Women +78 kg,1
KOR,Women -57 kg,1
KOR,10m Air Pistol Women,2
KOR,10m Air Rifle Mixed Team,1
KOR,10m Air Rifle Women,1
KOR,25m Rapid Fire Pistol Men,1
KOR,Men's 400m Freestyle,1
KOR,Women -57kg,1
KOR,Women's +81kg,1
KOS,Women -52 kg,1
KOS,Women -63 kg,1
LCA,Women's 100m,1
LCA,Women's 200m,1
LTU,Men,1
LTU,Men's Discus Throw,1
LTU,B-Girls,1
LTU,Women's Single Sculls,1
MAS,Men's Doubles,1
MAS,Men's Singles,1
MDA,Men -66 kg,1
MDA,Men -73 kg,1
MDA,Women's Freestyle 57kg,1
MEX,Women's Team,1
MEX,Men's 71kg,1
MEX,Men's 3m Springboard,1
MEX,Men's Synchronised 3m Springboard,1
MEX,Women -63 kg,1
NED,Duet,1
NED,4 x 400m Relay Mixed,1
NED,Women's 4 x 400m Relay,1
NED,Women's Marathon,1
NED,Men's Team Sprint,1
NED,Women's Madison,1
NED,Men's Double Sculls,1
NED,Men's Eight,1
NED,Men's Quadruple Sculls,1
NED,Men's Single Sculls,1
NED,Women's Four,1
NED,Women's Pair,1
NED,Women's Quadruple Sculls,1
NED,Women's Single Sculls,1
