NOC,Year,Sport,Event,Host,Bronze,Gold,Silver,Country,Tier
DEN,2024,Taekwondo,Men -80kg,FRA,1.0,0.0,0,Denmark,3
DEN,2024,Wrestling,Men's Greco-Roman 87kg,FRA,1.0,0.0,0,Denmark,3
DJI,1988,Athletics,Athletics Men's Marathon,KOR,1.0,0.0,0,Djibouti,1
DMA,2024,Athletics,Women's Triple Jump,FRA,0.0,1.0,0,Dominica,1
DOM,1984,Boxing,Boxing Men's Bantamweight,USA,1.0,0.0,0,Dominican Republic,2
DOM,2004,Athletics,Athletics Men's 400 metres Hurdles,GRE,0.0,1.0,0,Dominican Republic,2
DOM,2008,Boxing,Boxing Men's Light-Welterweight,CHN,0.0,1.0,0,Dominican Republic,2
DOM,2008,Taekwondo,Taekwondo Men's Flyweight,CHN,0.0,0.0,1,Dominican Republic,2
DOM,2012,Athletics,Athletics Men's 400 metres,GBR,0.0,0.0,1,Dominican Republic,2
DOM,2012,Athletics,Athletics Men's 400 metres Hurdles,GBR,0.0,1.0,0,Dominican Republic,2
DOM,2016,Taekwondo,Taekwondo Men's Flyweight,BRA,1.0,0.0,0,Dominican Republic,2
DOM,2020,Athletics,4 x 400m Relay Mixed Team,JPN,0.0,0.0,1,Dominican Republic,2
DOM,2020,Athletics,Women's 400m,JPN,0.0,0.0,1,Dominican Republic,2
DOM,2020,Baseball/Softball,Baseball Team,JPN,1.0,0.0,0,Dominican Republic,2
DOM,2020,Weightlifting,Men's 81kg,JPN,0.0,0.0,1,Dominican Republic,2
DOM,2020,Weightlifting,Women's 87kg,JPN,1.0,0.0,0,Dominican Republic,2
DOM,2024,Athletics,Women's 400m,FRA,0.0,1.0,0,Dominican Republic,2
DOM,2024,Boxing,Men's 51kg,FRA,1.0,0.0,0,Dominican Republic,2
DOM,2024,Boxing,Men's 80kg,FRA,1.0,0.0,0,Dominican Republic,2
ECU,1996,Athletics,Athletics Men's 20 kilometres Walk,USA,0.0,1.0,0,Ecuador,2
ECU,2008,Athletics,Athletics Men's 20 kilometres Walk,CHN,0.0,0.0,1,Ecuador,2
ECU,2020,Cycling Road,Men's Road Race,JPN,0.0,1.0,0,Ecuador,2
ECU,2020,Weightlifting,Women's 76kg,JPN,0.0,1.0,0,Ecuador,2
ECU,2020,Weightlifting,Women's 87kg,JPN,0.0,0.0,1,Ecuador,2
ECU,2024,Athletics,Marathon Race Walk Relay Mixed,FRA,0.0,0.0,1,Ecuador,2
ECU,2024,Athletics,Men's 20km Race Walk,FRA,0.0,1.0,0,Ecuador,2
ECU,2024,Weightlifting,Women's 71kg,FRA,1.0,0.0,0,Ecuador,2
ECU,2024,Weightlifting,Women's 81kg,FRA,1.0,0.0,0,Ecuador,2
ECU,2024,Wrestling,Women's Freestyle 53kg,FRA,0.0,0.0,1,Ecuador,2
EGY,1928,Diving,Diving Men's Platform,NED,0.0,0.0,1,Egypt,2
EGY,1928,Diving,Diving Men's Springboard,NED,1.0,0.0,0,Egypt,2
EGY,1928,Weightlifting,Weightlifting Men's Light-Heavyweight,NED,0.0,1.0,0,Egypt,2
EGY,1928,Wrestling,Wrestling Men's Light-Heavyweight Greco-Roman,NED,0.0,1.0,0,Egypt,2
EGY,1936,Weightlifting,Weightlifting Men's Featherweight,GER,1.0,0.0,1,Egypt,2
EGY,1936,Weightlifting,Weightlifting Men's Light-Heavyweight,GER,1.0,0.0,0,Egypt,2
EGY,1936,Weightlifting,Weightlifting Men's Lightweight,GER,0.0,1.0,0,Egypt,2
EGY,1936,Weightlifting,Weightlifting Men's Middleweight,GER,0.0,1.0,0,Egypt,2
EGY,1948,Weightlifting,Weightlifting Men's Featherweight,GBR,0.0,1.0,0,Egypt,2
EGY,1948,Weightlifting,Weightlifting Men's Lightweight,GBR,0.0,1.0,1,Egypt,2
EGY,1948,Wrestling,Wrestling Men's Bantamweight Greco-Roman,GBR,0.0,0.0,1,Egypt,2
EGY,1948,Wrestling,Wrestling Men's Light-Heavyweight Greco-Roman,GBR,1.0,0.0,0,Egypt,2
EGY,1952,Wrestling,Wrestling Men's Featherweight Greco-Roman,FIN,1.0,0.0,0,Egypt,2
EGY,1984,Judo,Judo Men's Open Class,USA,0.0,0.0,1,Egypt,2
EGY,2004,Boxing,Boxing Men's Heavyweight,GRE,1.0,0.0,0,Egypt,2
EGY,2004,Boxing,Boxing Men's Light-Heavyweight,GRE,1.0,0.0,0,Egypt,2
EGY,2004,Boxing,Boxing Men's Super-Heavyweight,GRE,0.0,0.0,1,Egypt,2
EGY,2004,Taekwondo,Taekwondo Men's Flyweight,GRE,1.0,0.0,0,Egypt,2
EGY,2004,Wrestling,Wrestling Men's Heavyweight Greco-Roman,GRE,0.0,1.0,0,Egypt,2
EGY,2008,Judo,Judo Men's Middleweight,CHN,1.0,0.0,0,Egypt,2
EGY,2012,Fencing,Fencing Men's Foil Individual,GBR,0.0,0.0,1,Egypt,2
EGY,2012,Wrestling,Wrestling Men's Light-Heavyweight Greco-Roman,GBR,0.0,0.0,1,Egypt,2
EGY,2016,Taekwondo,Taekwondo Women's Featherweight,BRA,1.0,0.0,0,Egypt,2
EGY,2016,Weightlifting,Weightlifting Men's Middleweight,BRA,1.0,0.0,0,Egypt,2
EGY,2016,Weightlifting,Weightlifting Women's Light-Heavyweight,BRA,1.0,0.0,0,Egypt,2
EGY,2020,Karate,Women's Kumite +61kg,JPN,0.0,1.0,0,Egypt,2
EGY,2020,Karate,Women's Kumite -61kg,JPN,1.0,0.0,0,Egypt,2
EGY,2020,Modern Pentathlon,Men's Individual,JPN,0.0,0.0,1,Egypt,2
EGY,2020,Taekwondo,Men -80kg,JPN,1.0,0.0,0,Egypt,2
EGY,2020,Taekwondo,Women -67kg,JPN,1.0,0.0,0,Egypt,2
EGY,2020,Wrestling,Men's Greco-Roman 67kg,JPN,1.0,0.0,0,Egypt,2
EGY,2024,Fencing,Men's 脡p茅e Individual,FRA,1.0,0.0,0,Egypt,2
EGY,2024,Modern Pentathlon,Men's Individual,FRA,0.0,1.0,0,Egypt,2
EGY,2024,Weightlifting,Women's 81kg,FRA,0.0,0.0,1,Egypt,2
EOR,2024,Boxing,Women's 75kg,FRA,1.0,0.0,0,,1
ERI,2004,Athletics,Athletics Men's 10000 metres,GRE,1.0,0.0,0,Eritrea,1
ESP,1900,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta,FRA,0.0,1.0,0,Spain,3
ESP,1920,Football,Football Men's Football,BEL,0.0,0.0,1,Spain,3
ESP,1920,Polo,Polo Men's Polo,BEL,0.0,0.0,1,Spain,3
ESP,1928,Equestrianism,Equestrianism Men's Jumping Team,NED,0.0,1.0,0,Spain,3
ESP,1932,Sailing,Sailing Mixed One Person Dinghy,USA,1.0,0.0,0,Spain,3
ESP,1948,Equestrianism,Equestrianism Men's Jumping Team,GBR,0.0,0.0,1,Spain,3
ESP,1952,Shooting,Shooting Men's Free Pistol 50 metres,FIN,0.0,0.0,1,Spain,3
ESP,1960,Hockey,Hockey Men's Hockey,ITA,1.0,0.0,0,Spain,3
ESP,1972,Boxing,Boxing Men's Light-Flyweight,FRG,1.0,0.0,0,Spain,3
ESP,1976,Canoeing,Canoeing Men's Kayak Fours 1000 metres,CAN,0.0,0.0,1,Spain,3
ESP,1976,Sailing,Sailing Mixed Two Person Dinghy,CAN,0.0,0.0,1,Spain,3
ESP,1980,Athletics,Athletics Men's 50 kilometres Walk,URS,0.0,0.0,1,Spain,3
ESP,1980,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,URS,1.0,0.0,0,Spain,3
ESP,1980,Canoeing,Canoeing Men's Kayak Doubles 500 metres,URS,0.0,0.0,1,Spain,3
ESP,1980,Hockey,Hockey Men's Hockey,URS,0.0,0.0,1,Spain,3
ESP,1980,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,URS,0.0,1.0,0,Spain,3
ESP,1980,Swimming,Swimming Men's 100 metres Butterfly,URS,1.0,0.0,0,Spain,3
ESP,1984,Athletics,Athletics Men's 1500 metres,USA,1.0,0.0,0,Spain,3
ESP,1984,Basketball,Basketball Men's Basketball,USA,0.0,0.0,1,Spain,3
ESP,1984,Canoeing,Canoeing Men's Canadian Doubles 500 metres,USA,1.0,0.0,0,Spain,3
ESP,1984,Rowing,Rowing Men's Coxless Pairs,USA,0.0,0.0,1,Spain,3
ESP,1984,Sailing,Sailing Mixed Two Person Dinghy,USA,0.0,1.0,0,Spain,3
ESP,1988,Sailing,Sailing Mixed One Person Dinghy,KOR,0.0,1.0,0,Spain,3
ESP,1988,Shooting,Shooting Mixed Skeet,KOR,1.0,0.0,0,Spain,3
ESP,1988,Swimming,Swimming Men's 200 metres Breaststroke,KOR,1.0,0.0,0,Spain,3
ESP,1988,Tennis,Tennis Men's Doubles,KOR,0.0,0.0,1,Spain,3
ESP,1992,Archery,Archery Men's Team,ESP,0.0,1.0,0,Spain,3
ESP,1992,Athletics,Athletics Men's 1500 metres,ESP,0.0,1.0,0,Spain,3
ESP,1992,Athletics,Athletics Men's 20 kilometres Walk,ESP,0.0,1.0,0,Spain,3
ESP,1992,Athletics,Athletics Men's Decathlon,ESP,0.0,0.0,1,Spain,3
ESP,1992,Athletics,Athletics Men's Pole Vault,ESP,1.0,0.0,0,Spain,3
ESP,1992,Boxing,Boxing Men's Featherweight,ESP,0.0,0.0,1,Spain,3
ESP,1992,Cycling,Cycling Men's 1000 metres Time Trial,ESP,0.0,1.0,0,Spain,3
ESP,1992,Football,Football Men's Football,ESP,0.0,1.0,0,Spain,3
ESP,1992,Hockey,Hockey Women's Hockey,ESP,0.0,1.0,0,Spain,3
ESP,1992,Judo,Judo Women's Half-Lightweight,ESP,0.0,1.0,0,Spain,3
ESP,1992,Judo,Judo Women's Lightweight,ESP,0.0,1.0,0,Spain,3
ESP,1992,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,ESP,0.0,0.0,1,Spain,3
ESP,1992,Sailing,Sailing Men's One Person Dinghy,ESP,0.0,1.0,0,Spain,3
ESP,1992,Sailing,Sailing Men's Two Person Dinghy,ESP,0.0,1.0,0,Spain,3
ESP,1992,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,ESP,0.0,1.0,0,Spain,3
ESP,1992,Sailing,Sailing Women's One Person Dinghy,ESP,0.0,0.0,1,Spain,3
ESP,1992,Sailing,Sailing Women's Two Person Dinghy,ESP,0.0,1.0,0,Spain,3
ESP,1992,Swimming,Swimming Men's 200 metres Backstroke,ESP,0.0,1.0,0,Spain,3
ESP,1992,Tennis,Tennis Men's Singles,ESP,0.0,0.0,1,Spain,3
ESP,1992,Tennis,Tennis Women's Doubles,ESP,0.0,0.0,1,Spain,3
ESP,1992,Tennis,Tennis Women's Singles,ESP,1.0,0.0,0,Spain,3
ESP,1992,Water Polo,Water Polo Men's Water Polo,ESP,0.0,0.0,1,Spain,3
ESP,1996,Athletics,Athletics Men's 1500 metres,USA,0.0,0.0,1,Spain,3
ESP,1996,Athletics,Athletics Men's 50 kilometres Walk,USA,1.0,0.0,0,Spain,3
ESP,1996,Boxing,Boxing Men's Light-Flyweight,USA,1.0,0.0,0,Spain,3
ESP,1996,Cycling,Cycling Men's Individual Time Trial,USA,0.0,1.0,1,Spain,3
ESP,1996,Handball,Handball Men's Handball,USA,1.0,0.0,0,Spain,3
ESP,1996,Hockey,Hockey Men's Hockey,USA,0.0,0.0,1,Spain,3
ESP,1996,Judo,Judo Men's Heavyweight,USA,0.0,0.0,1,Spain,3
ESP,1996,Judo,Judo Women's Extra-Lightweight,USA,1.0,0.0,0,Spain,3
ESP,1996,Judo,Judo Women's Lightweight,USA,1.0,0.0,0,Spain,3
ESP,1996,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,USA,0.0,1.0,0,Spain,3
ESP,1996,Sailing,Sailing Mixed Multihull,USA,0.0,1.0,0,Spain,3
ESP,1996,Sailing,Sailing Women's Two Person Dinghy,USA,0.0,1.0,0,Spain,3
ESP,1996,Tennis,Tennis Men's Singles,USA,0.0,0.0,1,Spain,3
ESP,1996,Tennis,Tennis Women's Doubles,USA,1.0,0.0,0,Spain,3
ESP,1996,Tennis,Tennis Women's Singles,USA,0.0,0.0,1,Spain,3
ESP,1996,Water Polo,Water Polo Men's Water Polo,USA,0.0,1.0,0,Spain,3
ESP,2000,Athletics,Athletics Women's 20 kilometres Walk,AUS,1.0,0.0,0,Spain,3
ESP,2000,Boxing,Boxing Men's Light-Flyweight,AUS,0.0,0.0,1,Spain,3
ESP,2000,Cycling,Cycling Men's Points Race,AUS,0.0,1.0,0,Spain,3
ESP,2000,Cycling,Cycling Women's Mountainbike Cross-Country,AUS,1.0,0.0,0,Spain,3
ESP,2000,Football,Football Men's Football,AUS,0.0,0.0,1,Spain,3
ESP,2000,Gymnastics,Gymnastics Men's Horse Vault,AUS,0.0,1.0,0,Spain,3
ESP,2000,Handball,Handball Men's Handball,AUS,1.0,0.0,0,Spain,3
ESP,2000,Judo,Judo Women's Lightweight,AUS,0.0,1.0,0,Spain,3
ESP,2000,Swimming,Swimming Women's 100 metres Backstroke,AUS,1.0,0.0,0,Spain,3
ESP,2000,Taekwondo,Taekwondo Men's Flyweight,AUS,0.0,0.0,1,Spain,3
ESP,2000,Tennis,Tennis Men's Doubles,AUS,1.0,0.0,0,Spain,3
ESP,2004,Athletics,Athletics Men's 20 kilometres Walk,GRE,0.0,0.0,1,Spain,3
ESP,2004,Athletics,Athletics Men's Long Jump,GRE,1.0,0.0,0,Spain,3
ESP,2004,Athletics,Athletics Men's Shot Put,GRE,1.0,0.0,0,Spain,3
ESP,2004,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,GRE,0.0,0.0,1,Spain,3
ESP,2004,Canoeing,Canoeing Men's Canadian Singles 1000 metres,GRE,0.0,1.0,0,Spain,3
ESP,2004,Canoeing,Canoeing Men's Canadian Singles 500 metres,GRE,0.0,0.0,1,Spain,3
ESP,2004,Cycling,Cycling Men's Individual Pursuit 4000 metres,GRE,1.0,0.0,0,Spain,3
ESP,2004,Cycling,Cycling Men's Keirin,GRE,0.0,0.0,1,Spain,3
ESP,2004,Cycling,Cycling Men's Mountainbike Cross-Country,GRE,0.0,0.0,1,Spain,3
ESP,2004,Cycling,Cycling Men's Points Race,GRE,0.0,0.0,1,Spain,3
ESP,2004,Cycling,Cycling Men's Team Pursuit 4000 metres,GRE,1.0,0.0,0,Spain,3
ESP,2004,Equestrianism,Equestrianism Mixed Dressage Individual,GRE,1.0,0.0,0,Spain,3
ESP,2004,Equestrianism,Equestrianism Mixed Dressage Team,GRE,0.0,0.0,1,Spain,3
ESP,2004,Gymnastics,Gymnastics Men's Horse Vault,GRE,0.0,1.0,0,Spain,3
ESP,2004,Gymnastics,Gymnastics Women's Floor Exercise,GRE,1.0,0.0,0,Spain,3
ESP,2004,Sailing,Sailing Men's One Person Dinghy,GRE,0.0,0.0,1,Spain,3
ESP,2004,Sailing,Sailing Mixed Skiff,GRE,0.0,1.0,0,Spain,3
ESP,2004,Sailing,Sailing Women's Two Person Dinghy,GRE,0.0,0.0,1,Spain,3
ESP,2004,Shooting,Shooting Women's Trap,GRE,0.0,0.0,1,Spain,3
ESP,2004,Tennis,Tennis Women's Doubles,GRE,0.0,0.0,1,Spain,3
ESP,2008,Basketball,Basketball Men's Basketball,CHN,0.0,0.0,1,Spain,3
ESP,2008,Canoeing,Canoeing Men's Canadian Singles 1000 metres,CHN,0.0,0.0,1,Spain,3
ESP,2008,Canoeing,Canoeing Men's Canadian Singles 500 metres,CHN,0.0,0.0,1,Spain,3
ESP,2008,Canoeing,Canoeing Men's Kayak Doubles 500 metres,CHN,0.0,1.0,0,Spain,3
ESP,2008,Cycling,Cycling Men's Madison,CHN,0.0,0.0,1,Spain,3
ESP,2008,Cycling,Cycling Men's Points Race,CHN,0.0,1.0,0,Spain,3
ESP,2008,Cycling,Cycling Men's Road Race Individual,CHN,0.0,1.0,0,Spain,3
ESP,2008,Cycling,Cycling Women's Points Race,CHN,1.0,0.0,0,Spain,3
ESP,2008,Fencing,Fencing Men's epee Individual,CHN,1.0,0.0,0,Spain,3
ESP,2008,Gymnastics,Gymnastics Men's Floor Exercise,CHN,0.0,0.0,1,Spain,3
ESP,2008,Handball,Handball Men's Handball,CHN,1.0,0.0,0,Spain,3
ESP,2008,Hockey,Hockey Men's Hockey,CHN,0.0,0.0,1,Spain,3
ESP,2008,Sailing,Sailing Mixed Multihull,CHN,0.0,1.0,0,Spain,3
ESP,2008,Sailing,Sailing Mixed Skiff,CHN,0.0,0.0,1,Spain,3
ESP,2008,Synchronized Swimming,Synchronized Swimming Women's Duet,CHN,0.0,0.0,1,Spain,3
ESP,2008,Synchronized Swimming,Synchronized Swimming Women's Team,CHN,0.0,0.0,1,Spain,3
ESP,2008,Tennis,Tennis Men's Singles,CHN,0.0,1.0,0,Spain,3
ESP,2008,Tennis,Tennis Women's Doubles,CHN,0.0,0.0,1,Spain,3
ESP,2012,Basketball,Basketball Men's Basketball,GBR,0.0,0.0,1,Spain,3
ESP,2012,Canoeing,Canoeing Men's Canadian Singles 1000 metres,GBR,0.0,0.0,1,Spain,3
ESP,2012,Canoeing,Canoeing Men's Kayak Singles 200 metres,GBR,0.0,0.0,1,Spain,3
ESP,2012,Canoeing,Canoeing Women's Kayak Singles Slalom,GBR,1.0,0.0,0,Spain,3
ESP,2012,Handball,Handball Women's Handball,GBR,1.0,0.0,0,Spain,3
ESP,2012,Sailing,Sailing Women's Three Person Keelboat,GBR,0.0,1.0,0,Spain,3
ESP,2012,Sailing,Sailing Women's Windsurfer,GBR,0.0,1.0,0,Spain,3
ESP,2012,Swimming,Swimming Women's 200 metres Butterfly,GBR,0.0,0.0,1,Spain,3
ESP,2012,Swimming,Swimming Women's 800 metres Freestyle,GBR,0.0,0.0,1,Spain,3
ESP,2012,Synchronized Swimming,Synchronized Swimming Women's Duet,GBR,0.0,0.0,1,Spain,3
ESP,2012,Synchronized Swimming,Synchronized Swimming Women's Team,GBR,1.0,0.0,0,Spain,3
ESP,2012,Taekwondo,Taekwondo Men's Flyweight,GBR,0.0,1.0,0,Spain,3
ESP,2012,Taekwondo,Taekwondo Men's Welterweight,GBR,0.0,0.0,1,Spain,3
ESP,2012,Taekwondo,Taekwondo Women's Flyweight,GBR,0.0,0.0,1,Spain,3
ESP,2012,Triathlon,Triathlon Men's Olympic Distance,GBR,0.0,0.0,1,Spain,3
ESP,2012,Water Polo,Water Polo Women's Water Polo,GBR,0.0,0.0,1,Spain,3
ESP,2012,Wrestling,Wrestling Women's Heavyweight Freestyle,GBR,1.0,0.0,0,Spain,3
ESP,2016,Athletics,Athletics Men's 110 metres Hurdles,BRA,0.0,0.0,1,Spain,3
ESP,2016,Athletics,Athletics Women's High Jump,BRA,0.0,1.0,0,Spain,3
ESP,2016,Badminton,Badminton Women's Singles,BRA,0.0,1.0,0,Spain,3
ESP,2016,Basketball,Basketball Men's Basketball,BRA,1.0,0.0,0,Spain,3
ESP,2016,Basketball,Basketball Women's Basketball,BRA,0.0,0.0,1,Spain,3
ESP,2016,Canoeing,Canoeing Men's Kayak Doubles 200 metres,BRA,0.0,1.0,0,Spain,3
ESP,2016,Canoeing,Canoeing Men's Kayak Singles 1000 metres,BRA,0.0,1.0,0,Spain,3
ESP,2016,Canoeing,Canoeing Men's Kayak Singles 200 metres,BRA,1.0,0.0,0,Spain,3
ESP,2016,Canoeing,Canoeing Women's Kayak Singles Slalom,BRA,0.0,1.0,0,Spain,3
ESP,2016,Cycling,Cycling Men's Mountainbike Cross-Country,BRA,1.0,0.0,0,Spain,3
ESP,2016,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,BRA,0.0,0.0,1,Spain,3
ESP,2016,Swimming,Swimming Women's 200 metres Butterfly,BRA,0.0,1.0,0,Spain,3
ESP,2016,Swimming,Swimming Women's 400 metres Individual Medley,BRA,1.0,0.0,0,Spain,3
ESP,2016,Taekwondo,Taekwondo Men's Featherweight,BRA,1.0,0.0,0,Spain,3
ESP,2016,Taekwondo,Taekwondo Women's Featherweight,BRA,0.0,0.0,1,Spain,3
ESP,2016,Tennis,Tennis Men's Doubles,BRA,0.0,1.0,0,Spain,3
ESP,2016,Weightlifting,Weightlifting Women's Heavyweight,BRA,1.0,0.0,0,Spain,3
ESP,2020,Artistic Gymnastics,Men's Floor Exercise,JPN,0.0,0.0,1,Spain,3
ESP,2020,Athletics,Women's Triple Jump,JPN,1.0,0.0,0,Spain,3
ESP,2020,Canoe Slalom,Women's Kayak,JPN,0.0,0.0,1,Spain,3
ESP,2020,Canoe Sprint,Men's Kayak Four 500m Team,JPN,0.0,0.0,1,Spain,3
ESP,2020,Canoe Sprint,Women's Kayak Single 200m,JPN,0.0,0.0,1,Spain,3
ESP,2020,Cycling Mountain Bike,Men's Cross-country,JPN,1.0,0.0,0,Spain,3
ESP,2020,Football,Men Team,JPN,0.0,0.0,1,Spain,3
ESP,2020,Handball,Men Team,JPN,1.0,0.0,0,Spain,3
ESP,2020,Karate,Men's Kata,JPN,0.0,0.0,1,Spain,3
ESP,2020,Karate,Women's Kata,JPN,0.0,1.0,0,Spain,3
ESP,2020,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,JPN,1.0,0.0,0,Spain,3
ESP,2020,Sailing,Men's Two Person Dinghy - 470 Team,JPN,1.0,0.0,0,Spain,3
ESP,2020,Shooting,Trap Mixed Team,JPN,0.0,1.0,0,Spain,3
ESP,2020,Sport Climbing,Men's Combined,JPN,0.0,1.0,0,Spain,3
ESP,2020,Taekwondo,Women -49kg,JPN,0.0,0.0,1,Spain,3
ESP,2020,Tennis,Men's Singles,JPN,1.0,0.0,0,Spain,3
ESP,2020,Water Polo,Women Team,JPN,0.0,0.0,1,Spain,3
ESP,2024,3x3 Basketball,Women,FRA,0.0,0.0,1,Spain,3
ESP,2024,Artistic Swimming,Team,FRA,1.0,0.0,0,Spain,3
ESP,2024,Athletics,Marathon Race Walk Relay Mixed,FRA,0.0,1.0,0,Spain,3
ESP,2024,Athletics,Men's 20km Race Walk,FRA,1.0,0.0,0,Spain,3
ESP,2024,Athletics,Men's Triple Jump,FRA,0.0,1.0,0,Spain,3
ESP,2024,Athletics,Women's 20km Race Walk,FRA,0.0,0.0,1,Spain,3
ESP,2024,Boxing,Men's +92kg,FRA,0.0,0.0,1,Spain,3
ESP,2024,Boxing,Men's 92kg,FRA,1.0,0.0,0,Spain,3
ESP,2024,Canoe Slalom,Men's Kayak Single,FRA,1.0,0.0,0,Spain,3
ESP,2024,Canoe Sprint,Men's Canoe Double 500m,FRA,1.0,0.0,0,Spain,3
ESP,2024,Canoe Sprint,Men's Kayak Four 500m,FRA,1.0,0.0,0,Spain,3
ESP,2024,Football,Men,FRA,0.0,1.0,0,Spain,3
ESP,2024,Handball,Men,FRA,1.0,0.0,0,Spain,3
ESP,2024,Judo,Men -60 kg,FRA,1.0,0.0,0,Spain,3
ESP,2024,Sailing,Men's Skiff,FRA,0.0,1.0,0,Spain,3
ESP,2024,Tennis,Men's Singles,FRA,0.0,0.0,1,Spain,3
ESP,2024,Tennis,Women's Doubles,FRA,1.0,0.0,0,Spain,3
ESP,2024,Water Polo,Women,FRA,0.0,1.0,0,Spain,3
EST,1920,Athletics,Athletics Men's Marathon,BEL,0.0,0.0,1,Estonia,2
EST,1920,Weightlifting,Weightlifting Men's Featherweight,BEL,0.0,0.0,1,Estonia,2
EST,1920,Weightlifting,Weightlifting Men's Lightweight,BEL,0.0,1.0,0,Estonia,2
EST,1924,Athletics,Athletics Men's Decathlon,FRA,1.0,0.0,0,Estonia,2
EST,1924,Weightlifting,Weightlifting Men's Heavyweight,FRA,1.0,0.0,0,Estonia,2
EST,1924,Weightlifting,Weightlifting Men's Middleweight,FRA,1.0,0.0,1,Estonia,2
EST,1924,Wrestling,Wrestling Men's Bantamweight Greco-Roman,FRA,0.0,1.0,0,Estonia,2
EST,1924,Wrestling,Wrestling Men's Middleweight Greco-Roman,FRA,1.0,0.0,0,Estonia,2
EST,1928,Sailing,Sailing Mixed 6 metres,NED,1.0,0.0,0,Estonia,2
EST,1928,Weightlifting,Weightlifting Men's Heavyweight,NED,0.0,0.0,1,Estonia,2
EST,1928,Wrestling,Wrestling Men's Featherweight Greco-Roman,NED,0.0,1.0,0,Estonia,2
EST,1928,Wrestling,Wrestling Men's Lightweight Freestyle,NED,0.0,1.0,0,Estonia,2
EST,1928,Wrestling,Wrestling Men's Middleweight Greco-Roman,NED,1.0,0.0,0,Estonia,2
EST,1936,Boxing,Boxing Men's Lightweight,GER,0.0,0.0,1,Estonia,2
EST,1936,Weightlifting,Weightlifting Men's Heavyweight,GER,1.0,0.0,0,Estonia,2
EST,1936,Wrestling,Wrestling Men's Heavyweight Freestyle,GER,0.0,1.0,0,Estonia,2
EST,1936,Wrestling,Wrestling Men's Heavyweight Greco-Roman,GER,0.0,1.0,0,Estonia,2
EST,1936,Wrestling,Wrestling Men's Light-Heavyweight Freestyle,GER,0.0,0.0,1,Estonia,2
EST,1936,Wrestling,Wrestling Men's Light-Heavyweight Greco-Roman,GER,1.0,0.0,0,Estonia,2
EST,1936,Wrestling,Wrestling Men's Lightweight Greco-Roman,GER,1.0,0.0,0,Estonia,2
EST,1992,Cycling,Cycling Women's Sprint,ESP,0.0,1.0,0,Estonia,2
EST,1992,Sailing,Sailing Men's Two Person Dinghy,ESP,1.0,0.0,0,Estonia,2
EST,2000,Athletics,Athletics Men's Decathlon,AUS,0.0,1.0,0,Estonia,2
EST,2000,Judo,Judo Men's Half-Middleweight,AUS,1.0,0.0,0,Estonia,2
EST,2000,Judo,Judo Men's Heavyweight,AUS,1.0,0.0,0,Estonia,2
EST,2004,Athletics,Athletics Men's Discus Throw,GRE,1.0,0.0,0,Estonia,2
EST,2004,Judo,Judo Men's Heavyweight,GRE,1.0,0.0,0,Estonia,2
EST,2004,Rowing,Rowing Men's Single Sculls,GRE,0.0,0.0,1,Estonia,2
EST,2008,Athletics,Athletics Men's Discus Throw,CHN,0.0,1.0,0,Estonia,2
EST,2008,Rowing,Rowing Men's Double Sculls,CHN,0.0,0.0,1,Estonia,2
EST,2012,Athletics,Athletics Men's Discus Throw,GBR,1.0,0.0,0,Estonia,2
EST,2012,Wrestling,Wrestling Men's Super-Heavyweight Greco-Roman,GBR,0.0,0.0,1,Estonia,2
EST,2016,Rowing,Rowing Men's Quadruple Sculls,BRA,1.0,0.0,0,Estonia,2
EST,2020,Fencing,Women's 脡p茅e Individual,JPN,1.0,0.0,0,Estonia,2
EST,2020,Fencing,Women's 脡p茅e Team,JPN,0.0,1.0,0,Estonia,2
ETH,1960,Athletics,Athletics Men's Marathon,ITA,0.0,1.0,0,Ethiopia,3
ETH,1964,Athletics,Athletics Men's Marathon,JPN,0.0,1.0,0,Ethiopia,3
ETH,1968,Athletics,Athletics Men's 10000 metres,MEX,0.0,0.0,1,Ethiopia,3
ETH,1968,Athletics,Athletics Men's Marathon,MEX,0.0,1.0,0,Ethiopia,3
ETH,1972,Athletics,Athletics Men's 10000 metres,FRG,1.0,0.0,0,Ethiopia,3
ETH,1972,Athletics,Athletics Men's Marathon,FRG,1.0,0.0,0,Ethiopia,3
ETH,1980,Athletics,Athletics Men's 10000 metres,URS,1.0,1.0,0,Ethiopia,3
ETH,1980,Athletics,Athletics Men's 3000 metres Steeplechase,URS,1.0,0.0,0,Ethiopia,3
ETH,1980,Athletics,Athletics Men's 5000 metres,URS,0.0,1.0,0,Ethiopia,3
ETH,1992,Athletics,Athletics Men's 10000 metres,ESP,1.0,0.0,0,Ethiopia,3
ETH,1992,Athletics,Athletics Men's 5000 metres,ESP,1.0,0.0,0,Ethiopia,3
ETH,1992,Athletics,Athletics Women's 10000 metres,ESP,0.0,1.0,0,Ethiopia,3
